Price Period,Town,Super,Diesel,Kerosene,TOWNS,Super , Diesel,                      TOWNS, Diesel ,Kerosene ,Petrol,TOWN,Super Petrol,Period
February 15th 2022 - March 14th 2022,Makuyu,130.0,110.88,103.82,,,,,,,,,,
February 15th 2022 - March 14th 2022,Muranga,130.24,111.12,104.06,,,,,,,,,,
February 15th 2022 - March 14th 2022,Sagana,130.45,111.34,104.27,,,,,,,,,,
February 15th 2022 - March 14th 2022,Embu,130.82,111.7,104.64,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kerugoya,130.73,111.63,104.57,,,,,,,,,,
February 15th 2022 - March 14th 2022,Narok,131.1,111.99,104.92,,,,,,,,,,
February 15th 2022 - March 14th 2022,Nyeri,131.09,111.97,104.91,,,,,,,,,,
February 15th 2022 - March 14th 2022,Namanga,131.25,112.15,105.07,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kiganjo,131.05,111.93,104.87,,,,,,,,,,
February 15th 2022 - March 14th 2022,Chuka,131.35,112.23,105.17,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kitui,131.24,112.13,105.06,,,,,,,,,,
February 15th 2022 - March 14th 2022,Mwingi,131.63,112.51,105.45,,,,,,,,,,
February 15th 2022 - March 14th 2022,Nanyuki,131.64,112.54,105.46,,,,,,,,,,
February 15th 2022 - March 14th 2022,Nkubu,132.61,113.5,106.43,,,,,,,,,,
February 15th 2022 - March 14th 2022,Mtito Andei,132.15,113.03,105.97,,,,,,,,,,
February 15th 2022 - March 14th 2022,Meru,132.81,113.69,106.63,,,,,,,,,,
February 15th 2022 - March 14th 2022,Isiolo,132.67,113.55,106.49,,,,,,,,,,
February 15th 2022 - March 14th 2022,Maua,133.26,114.15,107.08,,,,,,,,,,
February 15th 2022 - March 14th 2022,Garissa,133.88,114.77,107.71,,,,,,,,,,
February 15th 2022 - March 14th 2022,Marsabit,137.57,118.45,111.39,,,,,,,,,,
February 15th 2022 - March 14th 2022,Liboi,136.65,117.54,110.47,,,,,,,,,,
February 15th 2022 - March 14th 2022,Moyale,139.15,120.03,112.97,,,,,,,,,,
February 15th 2022 - March 14th 2022,Sololo,138.2,119.09,112.03,,,,,,,,,,
February 15th 2022 - March 14th 2022,Habaswein,136.57,117.46,110.4,,,,,,,,,,
February 15th 2022 - March 14th 2022,Dadaab,135.27,116.15,109.09,,,,,,,,,,
February 15th 2022 - March 14th 2022,Tarbaj,138.82,119.71,112.64,,,,,,,,,,
February 15th 2022 - March 14th 2022,Elwak,140.42,121.32,114.25,,,,,,,,,,
February 15th 2022 - March 14th 2022,Wajir,138.97,119.87,112.8,,,,,,,,,,
February 15th 2022 - March 14th 2022,Modogashe,136.72,117.6,110.54,,,,,,,,,,
February 15th 2022 - March 14th 2022,Mandera,142.75,123.64,116.58,,,,,,,,,,
February 15th 2022 - March 14th 2022,Nakuru,129.24,110.43,103.39,,,,,,,,,,
February 15th 2022 - March 14th 2022,Gilgil,129.21,110.39,103.36,,,,,,,,,,
February 15th 2022 - March 14th 2022,Mogotio,129.2,110.38,103.33,,,,,,,,,,
February 15th 2022 - March 14th 2022,Molo,129.29,110.46,103.43,,,,,,,,,,
February 15th 2022 - March 14th 2022,Olenguruone,129.99,111.16,104.13,,,,,,,,,,
February 15th 2022 - March 14th 2022,Londiani,129.5,110.69,103.65,,,,,,,,,,
February 15th 2022 - March 14th 2022,Nyahururu,129.49,110.68,103.64,,,,,,,,,,
February 15th 2022 - March 14th 2022,Archers Post,132.48,113.66,106.63,,,,,,,,,,
February 15th 2022 - March 14th 2022,Lodosoit,133.57,114.76,107.72,,,,,,,,,,
February 15th 2022 - March 14th 2022,Naivasha,129.57,110.75,103.71,,,,,,,,,,
February 15th 2022 - March 14th 2022,Marigat,129.97,111.15,104.11,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kabarnet ,130.46,111.64,104.61,,,,,,,,,,
February 15th 2022 - March 14th 2022,Maralal,131.54,112.73,105.69,,,,,,,,,,
February 15th 2022 - March 14th 2022,Eldoret,130.13,111.32,104.27,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kiplombe,130.13,111.32,104.27,,,,,,,,,,
February 15th 2022 - March 14th 2022,Iten,130.13,111.32,104.27,,,,,,,,,,
February 15th 2022 - March 14th 2022,Naiberi,130.13,111.32,104.27,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kesses,130.13,111.32,104.27,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kapsabet,130.14,111.34,104.28,,,,,,,,,,
February 15th 2022 - March 14th 2022,Webuye,130.55,111.75,104.7,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kitale,130.49,111.68,104.63,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kapenguria ,131.12,112.32,105.27,,,,,,,,,,
February 15th 2022 - March 14th 2022,Bungoma,130.9,112.08,105.04,,,,,,,,,,
February 15th 2022 - March 14th 2022,Moiben,130.14,111.34,104.28,,,,,,,,,,
February 15th 2022 - March 14th 2022,Matunda,130.12,111.3,104.26,,,,,,,,,,
February 15th 2022 - March 14th 2022,Burnt Forest,130.08,111.27,104.22,,,,,,,,,,
February 15th 2022 - March 14th 2022,Tambach,130.16,111.36,104.31,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kapsowar,130.64,111.82,104.78,,,,,,,,,,
February 15th 2022 - March 14th 2022,Chebara,130.52,111.7,104.66,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kimwarer,130.44,111.63,104.59,,,,,,,,,,
February 15th 2022 - March 14th 2022,Timboroa,130.36,111.55,104.5,,,,,,,,,,
February 15th 2022 - March 14th 2022,Nandi Hills,130.32,111.51,104.47,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kaiboi,130.18,111.37,104.33,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kiminini,130.67,111.87,104.81,,,,,,,,,,
February 15th 2022 - March 14th 2022,Endebes,131.03,112.21,105.16,,,,,,,,,,
February 15th 2022 - March 14th 2022,Saboti,130.7,111.89,104.85,,,,,,,,,,
February 15th 2022 - March 14th 2022,Chepareria,131.33,112.53,105.47,,,,,,,,,,
February 15th 2022 - March 14th 2022,Lomut,132.95,114.13,107.09,,,,,,,,,,
February 15th 2022 - March 14th 2022,Burgich,131.75,112.94,105.89,,,,,,,,,,
February 15th 2022 - March 14th 2022,Sigor,131.88,113.07,106.02,,,,,,,,,,
February 15th 2022 - March 14th 2022,Lowdar,134.31,115.5,108.45,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kakuma,135.9,117.09,110.04,,,,,,,,,,
February 15th 2022 - March 14th 2022,Lokichar,133.3,114.5,107.45,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kalokol,135.07,116.26,109.21,,,,,,,,,,
February 15th 2022 - March 14th 2022,Lokori,133.67,114.87,107.82,,,,,,,,,,
February 15th 2022 - March 14th 2022,Lokitaung,137.95,119.15,112.09,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kapedo,132.95,114.13,107.09,,,,,,,,,,
February 15th 2022 - March 14th 2022,Malaba,131.3,112.48,105.44,,,,,,,,,,
February 15th 2022 - March 14th 2022,Lokichogio,137.08,118.28,111.23,,,,,,,,,,
February 15th 2022 - March 14th 2022,Ziwa,130.32,111.51,104.47,,,,,,,,,,
February 15th 2022 - March 14th 2022,Soy,130.13,111.32,104.27,,,,,,,,,,
February 15th 2022 - March 14th 2022,Moi's Bridge,130.19,111.38,104.34,,,,,,,,,,
February 15th 2022 - March 14th 2022,Turbo,130.08,111.27,104.22,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kibish,138.19,119.37,112.33,,,,,,,,,,
February 15th 2022 - March 14th 2022,Nakalale,137.01,118.2,111.15,,,,,,,,,,
February 15th 2022 - March 14th 2022,Loima,133.42,114.62,107.57,,,,,,,,,,
February 15th 2022 - March 14th 2022,Lokiriama,134.99,116.19,109.13,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kainuk,132.2,113.39,106.34,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kacheliba,131.52,112.72,105.67,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kiwawa,132.14,113.32,106.27,,,,,,,,,,
February 15th 2022 - March 14th 2022,Ortum,131.72,112.91,105.86,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kachibora,130.52,111.7,104.66,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kwanza,131.23,112.42,105.38,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kaplamai,130.54,111.74,104.68,,,,,,,,,,
February 15th 2022 - March 14th 2022,Eldama Ravine,130.96,112.15,105.11,,,,,,,,,,
February 15th 2022 - March 14th 2022,Tenges,131.1,112.29,105.25,,,,,,,,,,
February 15th 2022 - March 14th 2022,Barwessa,131.21,112.41,105.35,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kipsaraman,132.12,113.31,106.26,,,,,,,,,,
February 15th 2022 - March 14th 2022,Loruk,131.99,113.18,106.13,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kabartonjo,130.96,112.15,105.11,,,,,,,,,,
February 15th 2022 - March 14th 2022,Tindiret,131.03,112.21,105.16,,,,,,,,,,
February 15th 2022 - March 14th 2022,O'lessos,130.19,111.38,104.34,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kobujoi,130.59,111.79,104.74,,,,,,,,,,
February 15th 2022 - March 14th 2022,Serem,130.67,111.87,104.81,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kabiyet,130.13,111.32,104.27,,,,,,,,,,
February 15th 2022 - March 14th 2022,Cheptulu,130.55,111.75,104.7,,,,,,,,,,
February 15th 2022 - March 14th 2022,Songor,131.1,112.29,105.25,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kapcherop,130.73,111.93,104.88,,,,,,,,,,
February 15th 2022 - March 14th 2022,Sambalat,131.42,112.61,105.57,,,,,,,,,,
February 15th 2022 - March 14th 2022,Arror,131.07,112.27,105.21,,,,,,,,,,
February 15th 2022 - March 14th 2022,Tot,131.27,112.47,105.42,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kaptarakwa,130.32,111.51,104.47,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kisumu,130.12,111.3,104.26,,,,,,,,,,
February 15th 2022 - March 14th 2022,Sondu,130.23,111.4,104.37,,,,,,,,,,
February 15th 2022 - March 14th 2022,Oyugis,130.7,111.89,104.85,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kakamega,130.17,111.35,104.32,,,,,,,,,,
February 15th 2022 - March 14th 2022,Mumias,130.44,111.63,104.59,,,,,,,,,,
February 15th 2022 - March 14th 2022,Bondo,130.33,111.51,104.48,,,,,,,,,,
February 15th 2022 - March 14th 2022,Siaya,130.45,111.64,104.6,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kericho,130.63,111.81,104.77,,,,,,,,,,
February 15th 2022 - March 14th 2022,Nyamira,130.69,111.88,104.84,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kisii,131.0,112.18,105.15,,,,,,,,,,
February 15th 2022 - March 14th 2022,Sotik,130.83,112.02,104.98,,,,,,,,,,
February 15th 2022 - March 14th 2022,Keroka,131.01,112.2,105.16,,,,,,,,,,
February 15th 2022 - March 14th 2022,Busia,130.99,112.17,105.14,,,,,,,,,,
February 15th 2022 - March 14th 2022,Homabay,130.94,112.12,105.08,,,,,,,,,,
February 15th 2022 - March 14th 2022,Migori,131.79,112.97,105.94,,,,,,,,,,
February 15th 2022 - March 14th 2022,Isebania,132.07,113.26,106.22,,,,,,,,,,
February 15th 2022 - March 14th 2022,Bomet,131.23,112.42,105.38,,,,,,,,,,
February 15th 2022 - March 14th 2022,Muhoroni,130.36,111.53,104.49,,,,,,,,,,
February 15th 2022 - March 14th 2022,Mbita,130.93,112.1,105.07,,,,,,,,,,
February 15th 2022 - March 14th 2022,Mbale,130.12,111.3,104.26,,,,,,,,,,
February 15th 2022 - March 14th 2022,Etago,131.58,112.75,105.72,,,,,,,,,,
February 15th 2022 - March 14th 2022,Magenche,131.67,112.86,105.82,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kilgoris,131.51,112.69,105.66,,,,,,,,,,
 15th January 2022 - 14th February 2022,Mombasa,127.46,108.36,101.29,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kilifi,128.17,109.07,102.01,,,,,,,,,,
 15th January 2022 - 14th February 2022,Likoni Mainland,127.82,108.71,101.65,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kwale,127.82,108.71,101.65,,,,,,,,,,
 15th January 2022 - 14th February 2022,Malindi,128.39,109.27,102.21,,,,,,,,,,
 15th January 2022 - 14th February 2022,Lungalunga,128.53,109.43,102.36,,,,,,,,,,
 15th January 2022 - 14th February 2022,Voi,128.94,109.84,102.76,,,,,,,,,,
 15th January 2022 - 14th February 2022,Taveta,130.36,111.24,104.18,,,,,,,,,,
 15th January 2022 - 14th February 2022,Lamu,130.77,111.65,104.59,,,,,,,,,,
 15th January 2022 - 14th February 2022,Hola,131.05,111.94,104.88,,,,,,,,,,
 15th January 2022 - 14th February 2022,Nairobi,129.72,110.6,103.54,,,,,,,,,,
 15th January 2022 - 14th February 2022,Thika,129.72,110.6,103.54,,,,,,,,,,
 15th January 2022 - 14th February 2022,Machakos,129.95,110.84,103.78,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kajiado,130.13,111.01,103.95,,,,,,,,,,
 15th January 2022 - 14th February 2022,Makuyu,130.0,110.88,103.82,,,,,,,,,,
 15th January 2022 - 14th February 2022,Muranga,130.24,111.12,104.06,,,,,,,,,,
 15th January 2022 - 14th February 2022,Sagana,130.45,111.34,104.27,,,,,,,,,,
 15th January 2022 - 14th February 2022,Embu,130.82,111.7,104.64,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kerugoya,130.73,111.63,104.57,,,,,,,,,,
 15th January 2022 - 14th February 2022,Narok,131.1,111.99,104.92,,,,,,,,,,
 15th January 2022 - 14th February 2022,Nyeri,131.09,111.97,104.91,,,,,,,,,,
 15th January 2022 - 14th February 2022,Namanga,131.25,112.15,105.07,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kiganjo,131.05,111.93,104.87,,,,,,,,,,
 15th January 2022 - 14th February 2022,Chuka,131.35,112.23,105.17,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kitui,131.24,112.13,105.06,,,,,,,,,,
 15th January 2022 - 14th February 2022,Mwingi,131.63,112.51,105.45,,,,,,,,,,
 15th January 2022 - 14th February 2022,Nanyuki,131.64,112.54,105.46,,,,,,,,,,
 15th January 2022 - 14th February 2022,Nkubu,132.61,113.5,106.43,,,,,,,,,,
 15th January 2022 - 14th February 2022,Mtito Andei,132.15,113.03,105.97,,,,,,,,,,
 15th January 2022 - 14th February 2022,Meru,132.81,113.69,106.63,,,,,,,,,,
 15th January 2022 - 14th February 2022,Isiolo,132.67,113.55,106.49,,,,,,,,,,
 15th January 2022 - 14th February 2022,Maua,133.26,114.15,107.08,,,,,,,,,,
 15th January 2022 - 14th February 2022,Garissa,133.88,114.77,107.71,,,,,,,,,,
 15th January 2022 - 14th February 2022,Marsabit,137.57,118.45,111.39,,,,,,,,,,
 15th January 2022 - 14th February 2022,Liboi,136.65,117.54,110.47,,,,,,,,,,
 15th January 2022 - 14th February 2022,Moyale,139.15,120.03,112.97,,,,,,,,,,
 15th January 2022 - 14th February 2022,Sololo,138.2,119.09,112.03,,,,,,,,,,
 15th January 2022 - 14th February 2022,Habaswein,136.57,117.46,110.4,,,,,,,,,,
 15th January 2022 - 14th February 2022,Dadaab,135.27,116.15,109.09,,,,,,,,,,
 15th January 2022 - 14th February 2022,Tarbaj,138.82,119.71,112.64,,,,,,,,,,
 15th January 2022 - 14th February 2022,Elwak,140.42,121.32,114.25,,,,,,,,,,
 15th January 2022 - 14th February 2022,Wajir,138.97,119.87,112.8,,,,,,,,,,
 15th January 2022 - 14th February 2022,Modogashe,136.72,117.6,110.54,,,,,,,,,,
 15th January 2022 - 14th February 2022,Mandera,142.75,123.64,116.58,,,,,,,,,,
 15th January 2022 - 14th February 2022,Nakuru,129.24,110.43,103.39,,,,,,,,,,
 15th January 2022 - 14th February 2022,Gilgil,129.21,110.39,103.36,,,,,,,,,,
 15th January 2022 - 14th February 2022,Mogotio,129.2,110.38,103.33,,,,,,,,,,
 15th January 2022 - 14th February 2022,Molo,129.29,110.46,103.43,,,,,,,,,,
 15th January 2022 - 14th February 2022,Olenguruone,129.99,111.16,104.13,,,,,,,,,,
 15th January 2022 - 14th February 2022,Londiani,129.5,110.69,103.65,,,,,,,,,,
 15th January 2022 - 14th February 2022,Nyahururu,129.49,110.68,103.64,,,,,,,,,,
 15th January 2022 - 14th February 2022,Archers Post,132.48,113.66,106.63,,,,,,,,,,
 15th January 2022 - 14th February 2022,Lodosoit,133.57,114.76,107.72,,,,,,,,,,
 15th January 2022 - 14th February 2022,Naivasha,129.57,110.75,103.71,,,,,,,,,,
 15th January 2022 - 14th February 2022,Marigat,129.97,111.15,104.11,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kabarnet ,130.46,111.64,104.61,,,,,,,,,,
 15th January 2022 - 14th February 2022,Maralal,131.54,112.73,105.69,,,,,,,,,,
 15th January 2022 - 14th February 2022,Eldoret,130.13,111.32,104.27,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kiplombe,130.13,111.32,104.27,,,,,,,,,,
 15th January 2022 - 14th February 2022,Iten,130.13,111.32,104.27,,,,,,,,,,
 15th January 2022 - 14th February 2022,Naiberi,130.13,111.32,104.27,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kesses,130.13,111.32,104.27,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kapsabet,130.14,111.34,104.28,,,,,,,,,,
 15th January 2022 - 14th February 2022,Webuye,130.55,111.75,104.7,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kitale,130.49,111.68,104.63,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kapenguria ,131.12,112.32,105.27,,,,,,,,,,
 15th January 2022 - 14th February 2022,Bungoma,130.9,112.08,105.04,,,,,,,,,,
 15th January 2022 - 14th February 2022,Moiben,130.14,111.34,104.28,,,,,,,,,,
 15th January 2022 - 14th February 2022,Matunda,130.12,111.3,104.26,,,,,,,,,,
 15th January 2022 - 14th February 2022,Burnt Forest,130.08,111.27,104.22,,,,,,,,,,
 15th January 2022 - 14th February 2022,Tambach,130.16,111.36,104.31,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kapsowar,130.64,111.82,104.78,,,,,,,,,,
 15th January 2022 - 14th February 2022,Chebara,130.52,111.7,104.66,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kimwarer,130.44,111.63,104.59,,,,,,,,,,
 15th January 2022 - 14th February 2022,Timboroa,130.36,111.55,104.5,,,,,,,,,,
 15th January 2022 - 14th February 2022,Nandi Hills,130.32,111.51,104.47,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kaiboi,130.18,111.37,104.33,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kiminini,130.67,111.87,104.81,,,,,,,,,,
 15th January 2022 - 14th February 2022,Endebes,131.03,112.21,105.16,,,,,,,,,,
 15th January 2022 - 14th February 2022,Saboti,130.7,111.89,104.85,,,,,,,,,,
 15th January 2022 - 14th February 2022,Chepareria,131.33,112.53,105.47,,,,,,,,,,
 15th January 2022 - 14th February 2022,Lomut,132.95,114.13,107.09,,,,,,,,,,
 15th January 2022 - 14th February 2022,Burgich,131.75,112.94,105.89,,,,,,,,,,
 15th January 2022 - 14th February 2022,Sigor,131.88,113.07,106.02,,,,,,,,,,
 15th January 2022 - 14th February 2022,Lodwar,134.31,115.5,108.45,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kakuma,135.9,117.09,110.04,,,,,,,,,,
 15th January 2022 - 14th February 2022,Lokichar,133.3,114.5,107.45,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kalokol,135.07,116.26,109.21,,,,,,,,,,
 15th January 2022 - 14th February 2022,Lokori,133.67,114.87,107.82,,,,,,,,,,
 15th January 2022 - 14th February 2022,Lokitaung,137.95,119.15,112.09,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kapedo,132.95,114.13,107.09,,,,,,,,,,
 15th January 2022 - 14th February 2022,Malaba,131.3,112.48,105.44,,,,,,,,,,
 15th January 2022 - 14th February 2022,Lokichogio,137.08,118.28,111.23,,,,,,,,,,
 15th January 2022 - 14th February 2022,Ziwa,130.32,111.51,104.47,,,,,,,,,,
 15th January 2022 - 14th February 2022,Soy,130.13,111.32,104.27,,,,,,,,,,
 15th January 2022 - 14th February 2022,Moi's Bridge,130.19,111.38,104.34,,,,,,,,,,
 15th January 2022 - 14th February 2022,Turbo,130.08,111.27,104.22,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kibish,138.19,119.37,112.33,,,,,,,,,,
 15th January 2022 - 14th February 2022,Nakalale,137.01,118.2,111.15,,,,,,,,,,
 15th January 2022 - 14th February 2022,Loima,133.42,114.62,107.57,,,,,,,,,,
 15th January 2022 - 14th February 2022,Lokiriama,134.99,116.19,109.13,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kainuk,132.2,113.39,106.34,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kacheliba,131.52,112.72,105.67,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kiwawa,132.14,113.32,106.27,,,,,,,,,,
 15th January 2022 - 14th February 2022,Ortum,131.72,112.91,105.86,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kachibora,130.52,111.7,104.66,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kwanza,131.23,112.42,105.38,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kaplamai,130.54,111.74,104.68,,,,,,,,,,
 15th January 2022 - 14th February 2022,Eldama Ravine,130.96,112.15,105.11,,,,,,,,,,
 15th January 2022 - 14th February 2022,Tenges,131.1,112.29,105.25,,,,,,,,,,
 15th January 2022 - 14th February 2022,Barwessa,131.21,112.41,105.35,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kipsaraman,132.12,113.31,106.26,,,,,,,,,,
 15th January 2022 - 14th February 2022,Loruk,131.99,113.18,106.13,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kabartonjo,130.96,112.15,105.11,,,,,,,,,,
 15th January 2022 - 14th February 2022,Tindiret,131.03,112.21,105.16,,,,,,,,,,
 15th January 2022 - 14th February 2022,O'lessos,130.19,111.38,104.34,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kobujoi,130.59,111.79,104.74,,,,,,,,,,
 15th January 2022 - 14th February 2022,Serem,130.67,111.87,104.81,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kabiyet,130.13,111.32,104.27,,,,,,,,,,
 15th January 2022 - 14th February 2022,Cheptulu,130.55,111.75,104.7,,,,,,,,,,
 15th January 2022 - 14th February 2022,Songor,131.1,112.29,105.25,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kapcherop,130.73,111.93,104.88,,,,,,,,,,
 15th January 2022 - 14th February 2022,Sambalat,131.42,112.61,105.57,,,,,,,,,,
 15th January 2022 - 14th February 2022,Arror,131.07,112.27,105.21,,,,,,,,,,
 15th January 2022 - 14th February 2022,Tot,131.27,112.47,105.42,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kaptarakwa,130.32,111.51,104.47,,,,,,,,,,
 15th January 2022 - 14th February 2022,Kisumu,130.12,111.3,104.26,,,,,,,,,,
 15th January 2022 - 14th February 2022,Sondu,130.23,111.4,104.37,,,,,,,,,,
